#,,Character,,Body,,Tires,,Gliders,Speed Ground,Speed Water,Speed Air,Speed Anti-Gravity,Acceleration,Weight,Handling Ground,Handling Water,Handling Air,Handling Anti-Gravity,Traction,MiniTurbo,Stats total,Speed + MT total
3534,8,"Peach, Daisy, Yoshi, Birdo",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.75,3.5,3.75,3.5,3.25,3,2.75,3.5,3,4.25,4.25,42,7.75
3622,8,"Peach, Daisy, Yoshi, Birdo",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4,4,4,2.75,3.5,3.25,3,3,3.5,3.25,3.75,42,7.75
3662,8,"Peach, Daisy, Yoshi, Birdo",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,4.25,3,3.5,3.5,2.75,3.25,4,3.25,3.5,3.25,4.25,42,7.75
3694,8,"Peach, Daisy, Yoshi, Birdo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.75,4,3.5,3.25,3.25,3.75,3,3.5,3.25,3,4,42,7.75
3809,8,"Peach, Daisy, Yoshi, Birdo",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4.25,3.75,3.5,3,3,3.25,3,3.5,3.25,3.75,3.5,42,7.75
3811,8,"Peach, Daisy, Yoshi, Birdo",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,4,3.75,3.75,3,3.25,3.25,3.25,3.5,3,3.5,3.5,42,7.75
3812,8,"Peach, Daisy, Yoshi, Birdo",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,4,3.5,3.75,3.25,3,3.25,3.25,3.75,3,3.5,3.75,42,7.75
4309,9,"Tanooki Mario, Villager Male, Inkling Male",8,"Prancer, Sport Bike, Jet Bike",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.75,4,3.5,3.5,2.5,3.75,3.5,3.5,3.75,2.5,4,42,7.75
4311,9,"Tanooki Mario, Villager Male, Inkling Male",8,"Prancer, Sport Bike, Jet Bike",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.5,4,3.75,3.5,2.75,3.75,3.75,3.5,3.5,2.25,4,42,7.75
4312,9,"Tanooki Mario, Villager Male, Inkling Male",8,"Prancer, Sport Bike, Jet Bike",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.5,3.75,3.75,3.75,2.5,3.75,3.75,3.75,3.5,2.25,4.25,42,7.75
4318,9,"Tanooki Mario, Villager Male, Inkling Male",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.5,4.25,3.5,3.5,2.5,3.5,3,4,3.25,3.25,4.25,42,7.75
4406,9,"Tanooki Mario, Villager Male, Inkling Male",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3.5,3.75,4.25,3,3,4,3.5,4,3.75,1.5,3.75,42,7.75
4497,9,"Tanooki Mario, Villager Male, Inkling Male",13,"Blue Falcon, Splat Buggy",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.25,4.5,3.5,3.5,2.5,3.25,3,3.25,4,3.5,4,42,7.75
4499,9,"Tanooki Mario, Villager Male, Inkling Male",13,"Blue Falcon, Splat Buggy",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3,4.5,3.75,3.5,2.75,3.25,3.25,3.25,3.75,3.25,4,42,7.75
4500,9,"Tanooki Mario, Villager Male, Inkling Male",13,"Blue Falcon, Splat Buggy",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3,4.25,3.75,3.75,2.5,3.25,3.25,3.5,3.75,3.25,4.25,42,7.75
4657,10,"Mario, Ludwig, Mii (Medium)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,4.5,3.5,4,2.25,4,3.25,4,3.25,3,2.5,3.25,42,7.75
4659,10,"Mario, Ludwig, Mii (Medium)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,4.25,3.5,4.25,2.25,4.25,3.25,4.25,3.25,2.75,2.25,3.25,42,7.75
4660,10,"Mario, Ludwig, Mii (Medium)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,4.25,3.25,4.25,2.5,4,3.25,4.25,3.5,2.75,2.25,3.5,42,7.75
4818,10,"Mario, Ludwig, Mii (Medium)",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.5,3.75,4,3,3.25,3,2.75,3.5,3,3.5,3.5,42,7.75
4997,10,"Mario, Ludwig, Mii (Medium)",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,4.25,4,4,3,3.25,2.75,2.75,2.75,3.75,3.75,3.25,42,7.75
4999,10,"Mario, Ludwig, Mii (Medium)",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,4,4,4.25,3,3.5,2.75,3,2.75,3.5,3.5,3.25,42,7.75
5000,10,"Mario, Ludwig, Mii (Medium)",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,4,3.75,4.25,3.25,3.25,2.75,3,3,3.5,3.5,3.5,42,7.75
5181,11,"Luigi, Iggy",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",4,4.25,4,3.25,2.75,3.75,3,3.5,3.25,3,3.5,3.75,42,7.75
5183,11,"Luigi, Iggy",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,4,4,3.5,2.75,4,3,3.75,3.25,2.75,3.25,3.75,42,7.75
5184,11,"Luigi, Iggy",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4,3.75,3.5,3,3.75,3,3.75,3.5,2.75,3.25,4,42,7.75
5222,11,"Luigi, Iggy",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,3.75,4,4.25,3,3.5,3.25,3,3.25,3.5,2.75,3.5,42,7.75
5229,11,"Luigi, Iggy",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",4,3.75,4.25,3.5,3.25,3.25,3.5,3.25,3.25,3.75,2.5,3.75,42,7.75
5231,11,"Luigi, Iggy",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.5,4.25,3.75,3.25,3.5,3.5,3.5,3.25,3.5,2.25,3.75,42,7.75
5232,11,"Luigi, Iggy",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.5,4,3.75,3.5,3.25,3.5,3.5,3.5,3.5,2.25,4,42,7.75
5430,11,"Luigi, Iggy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.25,3.75,4,3,3.5,3.25,2.75,3.5,3.5,2.75,3.5,42,7.75
5829,12,"Metal Mario, Pink Gold Peach, Gold Mario",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4,5,3.75,2.75,4,3,2.5,3.25,2.75,3.25,3.5,42,7.75
5831,12,"Metal Mario, Pink Gold Peach, Gold Mario",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3.75,5,4,2.75,4.25,3,2.75,3.25,2.5,3,3.5,42,7.75
5832,12,"Metal Mario, Pink Gold Peach, Gold Mario",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.75,4.75,4,3,4,3,2.75,3.5,2.5,3,3.75,42,7.75
5917,12,"Metal Mario, Pink Gold Peach, Gold Mario",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.75,4,4.5,4.5,2.25,4.5,3.5,3,3.25,3.25,1.5,3,42,7.75
5919,12,"Metal Mario, Pink Gold Peach, Gold Mario",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.75,3.75,4.5,4.75,2.25,4.75,3.5,3.25,3.25,3,1.25,3,42,7.75
5920,12,"Metal Mario, Pink Gold Peach, Gold Mario",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,3.75,4.25,4.75,2.5,4.5,3.5,3.25,3.5,3,1.25,3.25,42,7.75
6169,13,"Rosalina, Link, King Boo",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.75,4.75,3.75,4.25,2,4.25,3,3.75,3,2.75,2.75,3,42,7.75
6171,13,"Rosalina, Link, King Boo",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.75,4.5,3.75,4.5,2,4.5,3,4,3,2.5,2.5,3,42,7.75
6172,13,"Rosalina, Link, King Boo",4,"Steel Driver, Tri-Speeder, Bone Rattelr",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,4.5,3.5,4.5,2.25,4.25,3,4,3.25,2.5,2.5,3.25,42,7.75
6330,13,"Rosalina, Link, King Boo",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,4.75,4,4.25,2.75,3.5,2.75,2.5,3.25,2.75,3.75,3.25,42,7.75
6509,13,"Rosalina, Link, King Boo",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.75,4.5,4.25,4.25,2.75,3.5,2.5,2.5,2.5,3.5,4,3,42,7.75
6511,13,"Rosalina, Link, King Boo",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.75,4.25,4.25,4.5,2.75,3.75,2.5,2.75,2.5,3.25,3.75,3,42,7.75
6512,13,"Rosalina, Link, King Boo",13,"Blue Falcon, Splat Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,4.25,4,4.5,3,3.5,2.5,2.75,2.75,3.25,3.75,3.25,42,7.75
6581,14,"Donkey Kong, Waluigi, Roy",1,"Standard Kart, The Duke, 300 SL Roadster",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.75,5,4.5,4.25,3,4.25,2.5,2,2.75,2.75,3.25,3,42,7.75
6583,14,"Donkey Kong, Waluigi, Roy",1,"Standard Kart, The Duke, 300 SL Roadster",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.75,4.75,4.5,4.5,3,4.5,2.5,2.25,2.75,2.5,3,3,42,7.75
6584,14,"Donkey Kong, Waluigi, Roy",1,"Standard Kart, The Duke, 300 SL Roadster",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,4.75,4.25,4.5,3.25,4.25,2.5,2.25,3,2.5,3,3.25,42,7.75
6661,14,"Donkey Kong, Waluigi, Roy",4,"Steel Driver, Tri-Speeder, Bone Rattelr",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.75,5.25,4.25,4,2.5,4.5,2.5,3.25,2.5,2.5,3,3,42,7.75
6663,14,"Donkey Kong, Waluigi, Roy",4,"Steel Driver, Tri-Speeder, Bone Rattelr",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.75,5,4.25,4.25,2.5,4.75,2.5,3.5,2.5,2.25,2.75,3,42,7.75
6664,14,"Donkey Kong, Waluigi, Roy",4,"Steel Driver, Tri-Speeder, Bone Rattelr",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,5,4,4.25,2.75,4.5,2.5,3.5,2.75,2.25,2.75,3.25,42,7.75
7085,15,"Wario, Dry Bowser",1,"Standard Kart, The Duke, 300 SL Roadster",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",5,5.25,4.75,4.5,2.75,4.5,2.25,1.75,2.5,2.5,3.5,2.75,42,7.75
7087,15,"Wario, Dry Bowser",1,"Standard Kart, The Duke, 300 SL Roadster",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",5,5,4.75,4.75,2.75,4.75,2.25,2,2.5,2.25,3.25,2.75,42,7.75
7088,15,"Wario, Dry Bowser",1,"Standard Kart, The Duke, 300 SL Roadster",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,5,4.5,4.75,3,4.5,2.25,2,2.75,2.25,3.25,3,42,7.75
7165,15,"Wario, Dry Bowser",4,"Steel Driver, Tri-Speeder, Bone Rattelr",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",5,5.5,4.5,4.25,2.25,4.75,2.25,3,2.25,2.25,3.25,2.75,42,7.75
7167,15,"Wario, Dry Bowser",4,"Steel Driver, Tri-Speeder, Bone Rattelr",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",5,5.25,4.5,4.5,2.25,5,2.25,3.25,2.25,2,3,2.75,42,7.75
7168,15,"Wario, Dry Bowser",4,"Steel Driver, Tri-Speeder, Bone Rattelr",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,5.25,4.25,4.5,2.5,4.75,2.25,3.25,2.5,2,3,3,42,7.75
7622,16,"Bowser, Morton, Mii (Heavy)",2,"Pipe Frame, Varmint, City Tripper",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,4.75,4.25,4.25,4,3.5,3,2.5,2.25,3,2.75,4,42,7.75
7662,16,"Bowser, Morton, Mii (Heavy)",3,"Mach 8, Sports Coupe, Inkstriker",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,5.25,4.75,5.25,2.75,4.75,1.75,1.5,2.25,2.5,3.5,3,42,7.75
7734,16,"Bowser, Morton, Mii (Heavy)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,5,4.75,4.75,3.25,4.5,2.25,1.5,2.75,2.25,3.25,3.25,42,7.75
7881,16,"Bowser, Morton, Mii (Heavy)",9,"Biddybuggy (Buggybud), Mr. Scooty",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4,5,4,3.75,3.75,2.75,2,2.75,2.75,3.5,4,42,7.75
7883,16,"Bowser, Morton, Mii (Heavy)",9,"Biddybuggy (Buggybud), Mr. Scooty",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.75,5,4.25,3.75,4,2.75,2.25,2.75,2.5,3.25,4,42,7.75
7884,16,"Bowser, Morton, Mii (Heavy)",9,"Biddybuggy (Buggybud), Mr. Scooty",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.75,4.75,4.25,4,3.75,2.75,2.25,3,2.5,3.25,4.25,42,7.75
7917,16,"Bowser, Morton, Mii (Heavy)",10,"Landship, Streetle",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",4,5,5.25,3.5,3.5,3.75,2.5,2.25,2.5,2,4,3.75,42,7.75
7919,16,"Bowser, Morton, Mii (Heavy)",10,"Landship, Streetle",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,4.75,5.25,3.75,3.5,4,2.5,2.5,2.5,1.75,3.75,3.75,42,7.75
7920,16,"Bowser, Morton, Mii (Heavy)",10,"Landship, Streetle",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4.75,5,3.75,3.75,3.75,2.5,2.5,2.75,1.75,3.75,4,42,7.75
3533,8,"Peach, Daisy, Yoshi, Birdo",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.75,3.75,3.5,3.25,3.5,3,2.75,3.25,3,4.25,4,41.75,7.75
3535,8,"Peach, Daisy, Yoshi, Birdo",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.5,3.75,3.75,3.25,3.75,3,3,3.25,2.75,4,4,41.75,7.75
3536,8,"Peach, Daisy, Yoshi, Birdo",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.5,3.5,3.75,3.5,3.5,3,3,3.5,2.75,4,4.25,41.75,7.75
3621,8,"Peach, Daisy, Yoshi, Birdo",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,4,4.25,3.75,2.5,3.75,3.25,3,2.75,3.5,3.25,3.5,41.75,7.75
3623,8,"Peach, Daisy, Yoshi, Birdo",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3.75,4.25,4,2.5,4,3.25,3.25,2.75,3.25,3,3.5,41.75,7.75
3624,8,"Peach, Daisy, Yoshi, Birdo",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.75,4,4,2.75,3.75,3.25,3.25,3,3.25,3,3.75,41.75,7.75
3661,8,"Peach, Daisy, Yoshi, Birdo",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,4.25,3.25,3.25,3.25,3,3.25,4,3,3.5,3.25,4,41.75,7.75
3663,8,"Peach, Daisy, Yoshi, Birdo",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,4,3.25,3.5,3.25,3.25,3.25,4.25,3,3.25,3,4,41.75,7.75
3664,8,"Peach, Daisy, Yoshi, Birdo",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,4,3,3.5,3.5,3,3.25,4.25,3.25,3.25,3,4.25,41.75,7.75
3670,8,"Peach, Daisy, Yoshi, Birdo",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,4,3.5,3.25,3.25,3,3,3.5,3.5,3,4,4.25,41.75,7.75
3693,8,"Peach, Daisy, Yoshi, Birdo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4,3.75,4.25,3.25,3,3.5,3.75,3,3.25,3.25,3,3.75,41.75,7.75
3695,8,"Peach, Daisy, Yoshi, Birdo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4,3.5,4.25,3.5,3,3.75,3.75,3.25,3.25,3,2.75,3.75,41.75,7.75
3696,8,"Peach, Daisy, Yoshi, Birdo",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.5,4,3.5,3.25,3.5,3.75,3.25,3.5,3,2.75,4,41.75,7.75
3718,8,"Peach, Daisy, Yoshi, Birdo",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.5,3.75,3.5,3.75,2.5,3.5,3.25,3.5,3.75,3,4.25,41.75,7.75
4317,9,"Tanooki Mario, Villager Male, Inkling Male",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.5,4.5,3.25,3.25,2.75,3.5,3,3.75,3.25,3.25,4,41.75,7.75
4319,9,"Tanooki Mario, Villager Male, Inkling Male",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3.25,4.5,3.5,3.25,3,3.5,3.25,3.75,3,3,4,41.75,7.75
4320,9,"Tanooki Mario, Villager Male, Inkling Male",8,"Prancer, Sport Bike, Jet Bike",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.25,4.25,3.5,3.5,2.75,3.5,3.25,4,3,3,4.25,41.75,7.75
4405,9,"Tanooki Mario, Villager Male, Inkling Male",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,3.5,4,4,2.75,3.25,4,3.5,3.75,3.75,1.5,3.5,41.75,7.75
4407,9,"Tanooki Mario, Villager Male, Inkling Male",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3.25,4,4.25,2.75,3.5,4,3.75,3.75,3.5,1.25,3.5,41.75,7.75
4408,9,"Tanooki Mario, Villager Male, Inkling Male",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.25,3.75,4.25,3,3.25,4,3.75,4,3.5,1.25,3.75,41.75,7.75
4542,10,"Mario, Ludwig, Mii (Medium)",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,4,3.75,4,3.25,3.75,2.75,2.5,3.25,2.75,4,4,41.75,7.75
4630,10,"Mario, Ludwig, Mii (Medium)",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.25,4.25,4.25,2.5,4,3,2.75,2.75,3.25,3,3.5,41.75,7.75
4670,10,"Mario, Ludwig, Mii (Medium)",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,4.5,3.25,3.75,3.25,3.25,3,3.75,3,3.25,3,4,41.75,7.75
4702,10,"Mario, Ludwig, Mii (Medium)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,4,4.25,3.75,3,3.75,3.5,2.75,3.25,3,2.75,3.75,41.75,7.75
4817,10,"Mario, Ludwig, Mii (Medium)",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,4.5,4,3.75,2.75,3.5,3,2.75,3.25,3,3.5,3.25,41.75,7.75
4819,10,"Mario, Ludwig, Mii (Medium)",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,4.25,4,4,2.75,3.75,3,3,3.25,2.75,3.25,3.25,41.75,7.75
4820,10,"Mario, Ludwig, Mii (Medium)",8,"Prancer, Sport Bike, Jet Bike",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,4.25,3.75,4,3,3.5,3,3,3.5,2.75,3.25,3.5,41.75,7.75
5062,11,"Luigi, Iggy",1,"Standard Kart, The Duke, 300 SL Roadster",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,4.25,4,3.75,2.75,3.75,3.5,3,3.25,3.25,2.5,3.5,41.75,7.75
5221,11,"Luigi, Iggy",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",4.5,3.75,4.25,4,2.75,3.75,3.25,3,3,3.5,2.75,3.25,41.75,7.75
5223,11,"Luigi, Iggy",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.5,3.5,4.25,4.25,2.75,4,3.25,3.25,3,3.25,2.5,3.25,41.75,7.75
5224,11,"Luigi, Iggy",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3.5,4,4.25,3,3.75,3.25,3.25,3.25,3.25,2.5,3.5,41.75,7.75
